i15#1
key,lat,lon,ts,bike,childCheckBox,trailerCheckBox,pLoc,incident,i1,i2,i3,i4,i5,i6,i7,i8,i9,scary,desc,i10
0,52.516260,13.376533,1584270405000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
1,52.516247,13.376205,1584270409000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
2,52.516100,13.373787,1584270433000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
3,52.516083,13.373457,1584270436000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
4,52.516063,13.372814,1584270442000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0

===================
i15#1
lat,lon,X,Y,Z,timeStamp,acc,a,b,c
,,-0.938134,-3.346730,-8.969149,1584270408581,,,,
,,-0.583507,-3.436619,-9.311462,1584270408681,,,,
,,0.289363,-3.107837,-9.715202,1584270408782,,,,
,,0.569900,-3.472664,-8.574928,1584270408882,,,,
,,0.428140,-3.422398,-8.858603,1584270408981,,,,
,,0.115175,-3.331577,-9.447389,1584270409081,,,,
52.516247,13.376205,-0.201501,-3.220164,-8.997165,1584270409181,6.000906,-0.065860,0.482671,-0.090496
,,-0.970951,-2.879637,-10.178539,1584270409281,,,,
,,-1.370011,-3.560241,-9.406539,1584270409381,,,,
,,-1.067735,-3.675467,-9.372011,1584270409481,,,,
,,-0.639819,-3.087095,-9.811352,1584270409581,,,,
,,-0.146700,-3.149261,-8.737625,1584270409681,,,,
,,0.178589,-3.084546,-9.497739,1584270409781,,,,
,,0.274684,-3.344510,-9.142563,1584270409881,,,,
,,0.265782,-3.385904,-8.977192,1584270409981,,,,
,,0.214110,-3.564967,-8.168992,1584270410081,,,,
,,-0.328612,-4.057393,-7.569998,1584270410181,,,,
,,-0.842797,-4.107673,-7.906274,1584270410281,,,,
,,-1.402314,-4.320291,-7.550603,1584270410381,,,,
,,-1.121593,-4.259877,-7.197128,1584270410481,,,,
,,-0.748084,-3.743665,-7.777901,1584270410581,,,,
,,-0.500220,-3.187048,-8.767343,1584270410681,,,,
,,0.076162,-3.031486,-8.769065,1584270410781,,,,
,,0.038395,-3.076592,-8.903690,1584270410881,,,,
,,0.332673,-3.132172,-8.803169,1584270410982,,,,
,,0.049098,-3.171724,-8.555344,1584270411081,,,,
,,-0.551603,-2.964311,-9.026594,1584270411181,,,,
,,-0.998868,-3.176624,-8.715576,1584270411281,,,,
,,-1.018951,-3.115392,-9.003113,1584270411381,,,,
,,-0.636641,-3.406596,-9.141844,1584270411481,,,,
,,-0.382549,-3.063519,-9.843136,1584270411581,,,,
,,0.053958,-3.125201,-9.696536,1584270411681,,,,
,,0.488055,-3.477908,-9.025751,1584270411781,,,,
,,0.223665,-3.320440,-8.687604,1584270411881,,,,
,,-0.057895,-3.316044,-9.077508,1584270411981,,,,
,,-0.134161,-2.895723,-9.402168,1584270412081,,,,
52.516238,13.375944,-0.562705,-2.759242,-9.533999,1584270412181,6.000906,-0.038419,0.207031,-0.042663
,,-1.001467,-2.731784,-9.834968,1584270412281,,,,
,,-1.253543,-2.699257,-9.775517,1584270412381,,,,
,,-0.813663,-2.787059,-10.365909,1584270412481,,,,
,,-0.585153,-2.959760,-9.829215,1584270412581,,,,
,,-0.631068,-3.214381,-9.219139,1584270412681,,,,
,,-0.149205,-3.410977,-8.872450,1584270412781,,,,
,,0.182141,-3.362084,-8.802006,1584270412881,,,,
,,0.298469,-3.325535,-8.666578,1584270412981,,,,
,,0.285970,-3.234783,-8.522582,1584270413081,,,,
,,-0.000190,-3.051574,-8.860964,1584270413181,,,,
,,-0.121762,-3.075285,-9.091968,1584270413281,,,,
,,-0.244621,-3.187327,-9.098180,1584270413381,,,,
,,-0.203946,-3.418666,-9.158021,1584270413481,,,,
,,-0.276430,-3.357418,-9.500848,1584270413581,,,,
,,-0.342632,-3.484723,-9.429616,1584270413681,,,,
,,-0.245230,-3.436853,-9.736787,1584270413781,,,,
,,-0.108879,-3.314253,-9.208626,1584270413881,,,,
,,-0.109223,-3.269985,-9.052076,1584270413981,,,,
,,-0.208980,-3.110861,-9.219992,1584270414081,,,,
,,0.054681,-3.143423,-9.622744,1584270414181,,,,
,,0.152363,-3.247133,-9.263956,1584270414281,,,,
,,0.038320,-3.322097,-9.442434,1584270414381,,,,
,,-0.127255,-3.387935,-9.628467,1584270414481,,,,
,,-0.066487,-3.429503,-9.634021,1584270414581,,,,
,,-0.100636,-3.359444,-9.508173,1584270414681,,,,
,,-0.391651,-3.500740,-9.213141,1584270414781,,,,
,,-0.316931,-3.308201,-9.977916,1584270414882,,,,
,,-0.103919,-3.191882,-9.698547,1584270414981,,,,
,,-0.108524,-3.392630,-9.247759,1584270415081,,,,
52.516215,13.375663,-0.237965,-3.197361,-9.820433,1584270415181,6.000906,-0.209103,0.325224,-0.496477
,,-0.070523,-3.175297,-10.077628,1584270415281,,,,
,,-0.063782,-2.932447,-10.195034,1584270415381,,,,
,,-0.168260,-3.055850,-9.908834,1584270415481,,,,
,,-0.131387,-3.123230,-9.730376,1584270415581,,,,
,,-0.008966,-2.828304,-10.305984,1584270415681,,,,
,,-0.174777,-3.067227,-9.869192,1584270415781,,,,
,,-0.432321,-3.141487,-9.840527,1584270415882,,,,
,,-0.237262,-3.249602,-9.393681,1584270415981,,,,
,,-0.087807,-3.111924,-9.577992,1584270416081,,,,
,,-0.013417,-3.197840,-9.489511,1584270416181,,,,
,,-0.079904,-3.119204,-9.640907,1584270416281,,,,
,,0.244427,-3.133085,-9.630528,1584270416381,,,,
,,0.295655,-3.200175,-9.343221,1584270416481,,,,
,,-0.007854,-3.155488,-9.463201,1584270416581,,,,
,,-0.264829,-3.108182,-9.725336,1584270416681,,,,
,,-0.323752,-3.154735,-9.288639,1584270416781,,,,
,,-0.092453,-3.301859,-9.238838,1584270416881,,,,
,,-0.064211,-3.097843,-9.286209,1584270416981,,,,
,,0.020078,-3.043820,-9.243623,1584270417081,,,,
,,0.231389,-2.953553,-9.442998,1584270417181,,,,
,,0.269604,-3.078234,-9.012004,1584270417281,,,,
,,0.096933,-3.048052,-9.551702,1584270417381,,,,
,,-0.200543,-2.885699,-9.671708,1584270417481,,,,
,,-0.417512,-3.038701,-9.418290,1584270417581,,,,
,,-0.452609,-2.919050,-9.704145,1584270417681,,,,
,,-0.229877,-3.011882,-9.547356,1584270417781,,,,
,,-0.199565,-3.064462,-9.375099,1584270417881,,,,
,,-0.099174,-2.935610,-9.390173,1584270417981,,,,
,,0.108824,-2.941558,-9.313323,1584270418081,,,,
52.516199,13.375341,0.175715,-3.012031,-9.363064,1584270418181,6.000906,0.288122,0.093293,0.116860
,,-0.126622,-2.976545,-9.324729,1584270418281,,,,
,,-0.520667,-2.943160,-9.203841,1584270418381,,,,
,,-0.620470,-2.932891,-9.028809,1584270418481,,,,
,,-0.389625,-2.929723,-9.154638,1584270418581,,,,
,,-0.323767,-3.097793,-8.673414,1584270418681,,,,
,,-0.297466,-2.889446,-9.044841,1584270418782,,,,
,,-0.218965,-3.131054,-9.102556,1584270418882,,,,
,,-0.061293,-3.077655,-9.247734,1584270418981,,,,
,,-0.049292,-3.003000,-9.426572,1584270419081,,,,
,,-0.372570,-3.091087,-9.003672,1584270419181,,,,
,,-0.465502,-2.919195,-9.507574,1584270419281,,,,
,,-0.384351,-2.981151,-9.289497,1584270419381,,,,
,,0.100481,-3.050102,-8.837807,1584270419481,,,,
,,0.182031,-2.937901,-8.784922,1584270419581,,,,
,,0.004825,-2.695450,-10.850347,1584270419681,,,,
,,0.358435,-3.197970,-9.789188,1584270419781,,,,
,,0.440344,-2.889481,-9.607356,1584270419882,,,,
,,0.075673,-3.278293,-9.189705,1584270419981,,,,
,,-0.424492,-2.650463,-9.659653,1584270420081,,,,
,,-0.379446,-3.064692,-9.657542,1584270420181,,,,
,,-0.283411,-3.244792,-7.720415,1584270420282,,,,
,,-0.527673,-2.747821,-8.811077,1584270420381,,,,
,,-0.432466,-3.115367,-9.165171,1584270420481,,,,
,,-0.160751,-2.828912,-9.446501,1584270420581,,,,
,,0.068068,-3.289080,-9.129555,1584270420681,,,,
,,-0.062829,-3.132246,-9.347736,1584270420781,,,,
,,-0.184387,-3.231206,-9.510029,1584270420881,,,,
,,-0.101459,-3.121179,-9.441082,1584270420981,,,,
,,-0.324001,-3.226081,-9.067609,1584270421082,,,,
52.516176,13.375027,-0.493923,-3.109933,-9.197429,1584270421184,6.000906,0.105130,0.251121,-0.511648
,,-0.544772,-3.093776,-9.331360,1584270421282,,,,
,,-0.549777,-3.014531,-9.098889,1584270421381,,,,
,,-0.393417,-3.187507,-9.032597,1584270421481,,,,
,,-0.595766,-2.938779,-9.425235,1584270421581,,,,
,,-0.701571,-2.929773,-9.592822,1584270421681,,,,
,,-0.472338,-2.829496,-9.223974,1584270421781,,,,
,,-0.245499,-2.730043,-9.272637,1584270421881,,,,
,,0.012724,-2.825050,-9.229607,1584270421981,,,,
,,0.425490,-2.713198,-9.227856,1584270422081,,,,
,,0.486204,-3.111569,-9.069186,1584270422181,,,,
,,0.591779,-2.912858,-9.115369,1584270422281,,,,
,,0.516396,-3.123210,-9.597033,1584270422381,,,,
,,0.146505,-3.393633,-9.287003,1584270422481,,,,
,,-0.021131,-3.274765,-9.787108,1584270422581,,,,
,,-0.372351,-3.067321,-9.717133,1584270422681,,,,
,,-0.275856,-2.956532,-9.926133,1584270422782,,,,
,,-0.387409,-3.071538,-9.616418,1584270422882,,,,
,,-0.280083,-3.018079,-9.462039,1584270422981,,,,
,,-0.123803,-2.630540,-9.523206,1584270423082,,,,
,,-0.150442,-2.785652,-8.951929,1584270423181,,,,
,,-0.285925,-2.891557,-9.134794,1584270423281,,,,
,,-0.414897,-2.935376,-8.871432,1584270423381,,,,
,,-0.260443,-2.866075,-9.138531,1584270423481,,,,
,,-0.391685,-2.882087,-8.946890,1584270423581,,,,
,,-0.250604,-3.331422,-8.563782,1584270423681,,,,
,,-0.088072,-3.032214,-9.127240,1584270423781,,,,
,,-0.027797,-2.976001,-8.815468,1584270423881,,,,
,,0.005054,-3.018024,-8.855425,1584270423981,,,,
,,-0.100092,-3.029191,-8.774977,1584270424081,,,,
52.516158,13.374740,-0.074779,-3.079471,-8.954559,1584270424183,6.000906,-0.159283,0.119522,0.040814
,,-0.255584,-2.743290,-9.417112,1584270424281,,,,
,,-0.391735,-2.819886,-9.278425,1584270424381,,,,
,,-0.132475,-2.941673,-9.351249,1584270424481,,,,
,,-0.137200,-2.931883,-9.235245,1584270424581,,,,
,,-0.170915,-2.888843,-9.415900,1584270424681,,,,
,,-0.146156,-2.689437,-9.391306,1584270424781,,,,
,,-0.050350,-2.949322,-9.447219,1584270424882,,,,
,,-0.146081,-3.098162,-8.929047,1584270424981,,,,
,,-0.399584,-3.081806,-9.113219,1584270425081,,,,
,,-0.313578,-2.921140,-9.062844,1584270425181,,,,
,,0.006277,-3.071079,-9.062220,1584270425281,,,,
,,-0.018546,-3.127312,-9.369406,1584270425382,,,,
,,-0.200269,-3.139187,-9.030671,1584270425482,,,,
